brand,model,year,generation,restyling,price,engine_volume,fuel_t,power_hp,transmission,drive,body-type,mileage,owners,steering,equipment
Toyota,Premio,2004,1,True,2004,1.8,бензин,132,АКПП,передний,седан,390000,4,правый,1.8 X EX package; бензин; белый; АКПП
Mercedes,Benz S Class,2015,6,False,2015,3.0,дизель,249,АКПП,4WD,седан,87000,4,левый,S 350 d 4MATIC L; Новосибирская область
Kia,Optima,2018,4,False,2018,2.0,бензин,150,АКПП,передний,седан,70835,N/A,левый,АВТОМОБИЛЯ:
Mitsubishi,ASX,2012,1,True,2012,1.6,бензин,117,механика,передний,внедорожник,130000,2,левый,1.6 MT Inform
Lexus,RX400h,2005,2,True,400,3.3,бензин,211,вариатор,4WD,внедорожник,190000,4,левый,3.3h CVT
Lexus,LX570,2014,3,True,5702014,5.7,бензин,367,АКПП,4WD,внедорожник,177625,3,левый,5.7 AT Sport Design 2
Nissan,Serena,2018,5,False,2018,1.2,бензин,84,АКПП,передний,минивэн,71550,1,правый,1.2 e-Power Highway Star V; гибрид; коробка автомат; пробег 71550 км; бензин
Lexus,RX450h,2011,3,False,450,3.5,бензин,249,вариатор,4WD,внедорожник,168000,2,левый,N/A
Hyundai,Santa Fe,2013,3,False,2013,2.4,бензин,175,АКПП,4WD,"00 до 21:00. Ждем Вас в Центре автокредитования и подбора автомобилей N-MOTORS по адресу г. Новосибирск ул. Богдана Хмельницкого, 71/18",135174,4,левый,2.4 AT 4WD Comfort
Nissan,Note,2013,2,False,2013,1.2,бензин,98,вариатор,передний,хэтчбек,230000,3,правый,N/A
Лада,Гранта,2018,1,False,2018,N/A,электро,N/A,N/A,передний,лифтбек,146000,1,левый,N/A
Datsun,on DO,2017,1,False,2017,1.6,бензин,87,механика,передний,седан,80000,1,левый,N/A
Geely,Coolray,2020,1,False,2020,1.5,бензин,150,робот,передний,внедорожник,25000,N/A,левый,АВТОМОБИЛЯ:
Honda,CR V,2003,2,False,2003,2.0,бензин,158,АКПП,4WD,внедорожник,168000,2,правый,N/A
Kia,Rio,2016,3,True,2016,1.6,бензин,123,механика,передний,седан,55000,1,левый,1.6 MT Comfort Аудио
Toyota,Camry,2021,9,True,2021,2.5,бензин,200,АКПП,передний,седан,97000,1,левый,2.5 AT GR Sport
Toyota,Raize,2020,1,False,2020,1.0,бензин,98,вариатор,4WD,внедорожник,95000,1,правый,1.0 Z 4WD
Subaru,Levorg,2016,1,False,2016,1.6,бензин,170,вариатор,4WD,универсал,180000,1,правый,1.6 GT-S EyeSight 4WD
Renault,Logan,2015,2,False,2015,1.6,бензин,82,механика,передний,седан,205000,2,левый,1.6 MT Access; седан; серебристый; механика; передний привод
Infiniti,EX35,2008,1,False,352008,3.5,бензин,302,АКПП,4WD,внедорожник,140000,3,левый,N/A
Лада,Приора,2007,1,False,2007,1.6,бензин,98,механика,передний,седан,144000,3,левый,1.6 MT Люкс 21703-03-020
Changan,UNI T,2021,1,False,2021,1.5,бензин,188,робот,передний,внедорожник,59000,1,левый,1.5 AMT Flagship
Renault,Duster,2018,N/A,False,2018,2.0,бензин,143,АКПП,4WD,внедорожник,185725,N/A,левый,N/A
Toyota,C HR,2017,1,False,2017,1.8,бензин,98,вариатор,передний,внедорожник,48500,1,правый,Hybrid 1.8 S
BMW,1 Series,2012,2,False,1,1.6,бензин,170,АКПП,задний,хэтчбек 5 дв.,203660,3,левый,118i AT Urban Line
Fiat,Punto,2007,3,False,2007,1.4,бензин,77,механика,передний,хэтчбек 5 дв.,216161,4,левый,1.4 MT Dynamic 5dr
Toyota,Land Cruiser Prado,2019,4,True,2019,2.8,дизель,177,АКПП,4WD,джип/suv 5 дв.,79000,1,правый,2.8 TX 5 seat Diesel Turbo 4WD
Mitsubishi,Outlander,2021,3,True,2021,2.0,бензин,146,вариатор,4WD,внедорожник,39150,1,левый,2.0 CVT 4WD Instyle Black Edition
Lexus,GX460,2010,2,False,4602010,4.6,бензин,296,АКПП,4WD,внедорожник,119000,4,левый,-3 ряда сидений
Land,Rover Range Rover Evoque,2013,1,False,2013,2.2,дизель,190,АКПП,4WD,джип/suv 5 дв.,233231,1,левый,N/A
Renault,Duster,2021,2,True,2021,2.0,бензин,143,механика,4WD,внедорожник,185800,1,левый,N/A
Лада,Гранта,2014,1,False,2014,1.6,бензин,87,механика,передний,седан,196342,N/A,левый,"""Люкс 023""; бензин..."
Ford,Kuga,2014,2,False,2014,1.6,бензин,150,АКПП,4WD,внедорожник,168000,N/A,левый,N/A
Toyota,Harrier,2002,1,True,2002,3.0,бензин,220,АКПП,передний,внедорожник,200000,2,правый,3.0 prime NAVI selection; акпп; бензин
Kia,Rio,2012,3,False,2012,1.6,бензин,123,механика,передний,хэтчбек 5 дв.,205362,1,левый,1.6 MT Luxe
Toyota,Vitz,2003,1,True,2003,1.0,бензин,70,АКПП,передний,хэтчбек 3 дв.,155500,2,правый,N/A
Haval,H5,2024,3,False,52024,2.0,дизель,150,АКПП,4WD,внедорожник,25000,N/A,левый,2.0D AT AWD Elite
Oting,Paladin,2024,1,False,2024,2.0,бензин,218,АКПП,4WD,внедорожник,37119,1,левый,2.0 AT 4WD Престиж
Haval,H3,2025,1,False,32025,1.5,бензин,177,робот,4WD,внедорожник,N/A,N/A,левый,1.5T DCT AWD Tech+; 4 wd
Volvo,S80,2007,2,False,802007,2.5,бензин,200,АКПП,передний,седан,367657,4,левый,N/A
Haval,H3,2025,1,False,32025,1.5,бензин,143,робот,передний,внедорожник,N/A,N/A,левый,1.5T DCT Premium
Subaru,Impreza,2005,2,True,2005,1.5,бензин,100,АКПП,4WD,универсал,192700,3,правый,N/A
Audi,A4,2009,4,False,42009,1.8,бензин,120,вариатор,передний,седан,258016,4,левый,Стандарт автомат бензин передний 120
Лада,2112,2003,1,False,21122003,1.5,бензин,93,механика,передний,хэтчбек 5 дв.,290000,4,левый,1.5 MT Базовая 5-дв.
Лада,2109,2001,1,True,21092001,1.5,бензин,68,механика,передний,хэтчбек,156827,3,левый,N/A
Лада,2106,1997,1,False,21061997,1.6,бензин,75,механика,задний,N/A,80000,3,левый,1.6 MT 21065; синий; механика
Nissan,X Trail,2011,2,True,2011,2.0,бензин,141,вариатор,4WD,внедорожник,242000,3,левый,2.0 CVT XE; -----
Toyota,Crown,1991,8,True,1991,4.0,бензин,260,АКПП,задний,седан,134000,N/A,правый,4.0 royal saloon G electro multivision
Renault,Duster,2020,1,True,2020,2.0,бензин,143,АКПП,4WD,внедорожник,116715,1,левый,N/A
Toyota,Corolla Fielder,2021,3,True,2021,1.5,бензин,74,вариатор,передний,универсал,70393,N/A,правый,1.5 Hybrid EX
Toyota,Harrier,2021,4,False,2021,2.0,бензин,171,вариатор,4WD,внедорожник,34000,N/A,правый,2.0 Z 4WD
Mazda,Mazda3,2008,N/A,False,32008,1.6,бензин,105,механика,передний,седан,230605,4,левый,N/A
Toyota,Raum,2005,2,False,2005,1.5,бензин,109,АКПП,передний,универсал,130000,1,правый,N/A
Hyundai,Getz,2005,1,True,2005,1.4,бензин,97,механика,передний,хэтчбек 5 дв.,270000,4,левый,N/A
Porsche,Panamera,2021,2,True,2021,2.9,бензин,462,автомат,4WD,лифтбек,88000,1,левый,• Бесключевой доступ
Лада,Нива Тревел,2023,1,False,2023,1.7,бензин,80,механика,4WD,внедорожник,24000,1,левый,1.7 MT KHL'24
Toyota,Premio,2002,1,False,2002,1.5,бензин,109,АКПП,передний,седан,230000,1,правый,1.5 F standard package
Chery,Tiggo 4,2021,1,True,42021,1.5,бензин,147,робот,передний,внедорожник,137577,1,левый,1.5T DCT Cosmo
Лада,21099,1992,1,False,210991992,1.5,бензин,70,механика,передний,седан,111111,4,левый,1.5 MT 21099-02 Люкс
Toyota,RAV4,2010,3,True,42010,2.0,бензин,158,вариатор,4WD,джип/suv 5 дв.,187000,4,левый,АКПП; 2л.; 4 wd; комплектация 2.0 CVT Престиж; с пробегом; левый руль; бен.; джип/suv 5 дв.
Mitsubishi,Colt,2004,6,True,2004,1.3,бензин,91,вариатор,4WD,хэтчбек 5 дв.,398000,4,правый,N/A
Лада,Гранта,2025,1,True,2025,1.6,бензин,90,механика,передний,седан,N/A,N/A,левый,1.6 MT Classic'24
Ford,Kuga,2013,2,False,2013,1.6,бензин,150,АКПП,4WD,внедорожник,135930,2,левый,Ford Kuga II 1.6 AT (150 л.с.) 4WD; 4 вд; коричневый; коробка автоматическая; бензин
Лада,Нива Легенд,2025,1,False,2025,1.7,бензин,83,механика,4WD,джип/suv 3 дв.,N/A,N/A,левый,LADA Niva Legend [BLACK] (21214-52-B0B) 1.7L/83 5МТ 3W
Nissan,Sunny,2001,9,False,2001,1.5,бензин,105,АКПП,передний,седан,314617,4,правый,1.5 EX saloon
Лада,Нива Легенд,2025,1,False,2025,1.7,бензин,83,механика,4WD,джип/suv 3 дв.,N/A,N/A,левый,LADA Niva Legend [BLACK] (21214-52-B0B) 1.7L/83 5МТ 3W
Лада,Нива Легенд,2025,1,False,2025,1.7,бензин,83,механика,4WD,джип/suv 3 дв.,N/A,N/A,левый,LADA Niva Legend Urban (21214-52-A06) 1.7L/83 5МТ 3W
Suzuki,SX4,2008,1,False,42008,1.6,бензин,107,АКПП,передний,хэтчбек 5 дв.,163925,3,левый,Suzuki SX4 I (Classic) 1.6 AT (107 л.с.) (N/A); б/у; 1.6 литра; акпп; хэтчбек 5 дв.
Лада,Нива Легенд,2025,1,False,2025,1.7,бензин,83,механика,4WD,джип/suv 3 дв.,N/A,N/A,левый,LADA Niva Legend Luxe (21214-51-A06) 1.7L/83 5МТ 3W
Mazda,Mazda3,2006,1,True,32006,2.0,бензин,148,АКПП,передний,седан,212131,4,левый,2.0 AT i Touring; цена 649000рублей; бензин; седан; белый; 2л.
Kia,Ceed,2019,3,False,2019,1.6,бензин,128,АКПП,передний,универсал,86544,1,левый,Kia Ceed III 1.6 AT (128 л.с.); пробег 86тысяч км; 1720000рублей; 1.6 литра; АКПП; универсал; бензиновый двигатель
Ford,Focus,2008,2,True,2008,1.6,бензин,100,АКПП,передний,седан,223500,3,левый,1.6 AT Ghia
Infiniti,QX70,2015,2,False,702015,3.7,бензин,333,АКПП,4WD,"менял бампер передний, красил задний в, пластиковую накладку менял на арке. Готов к любым проверкам за ваш счет Дилерский автомобиль покупался в Агат Авто в октябре 2015 года Я единственный владелец. Обмен не интересен, нужны только деньги",137646,1,левый,3.7 AWD Premium + NAVI
Лада,2107,2005,1,False,21072005,1.5,бензин,68,механика,задний,седан,117641,3,правый,1.5 MT 2107-20
Hyundai,Accent,2008,2,False,2008,1.5,бензин,102,механика,передний,седан,231292,3,левый,Hyundai Accent II ТагАЗ 1.5 MT (102 л.с.); мкпп; бензин; 1.5 литра; седан
BMW,XM,2023,1,False,2023,4.4,бензин,585,АКПП,4WD,внедорожник,N/A,N/A,левый,Label Red
Subaru,Forester,2011,3,True,2011,2.0,бензин,150,АКПП,4WD,внедорожник,249752,1,левый,Subaru Forester III 2.0 AT (150 л.с.) 4WD
BMW,X6,2018,2,False,62018,3.0,дизель,249,АКПП,4WD,внедорожник,145733,1,левый,«xDrive30d M Sport; коробка автомат; полный привод; Москва; дизель; 3л.
Jaecoo,J7,2025,1,False,72025,1.6,бензин,150,робот,передний,внедорожник,200000,N/A,левый,1.6T DCT Urban
Volvo,V60,2011,1,False,602011,1.6,бензин,180,робот,передний,универсал,65000,N/A,правый,1.6 DRIVe
OMODA,C5,2024,1,False,52024,1.5,бензин,147,вариатор,передний,внедорожник,200000,N/A,левый,1.5T CVT Fun; АКПП; 1.5 литра
Лада,Гранта,2013,1,False,2013,1.6,бензин,98,механика,передний,седан,112120,2,левый,ЛЮКС: Кондиционер; монитор; электроруль; передние и задние электростеклоподъемники; подогрев передних сидений; лобового и заднего стекла; боковых зеркал; две подушки безопасности; центральный замок; ABS; BAS и т.д.
Toyota,Funcargo,2000,1,False,2000,1.3,бензин,88,АКПП,передний,хэтчбек,490000,N/A,правый,N/A
OMODA,C7,2025,1,False,72025,1.6,бензин,150,робот,передний,внедорожник,200000,N/A,левый,1.6T DCT Lifestyle
Changan,CS75 Plus,2024,2,True,75,2.0,бензин,226,АКПП,передний,внедорожник,150000,N/A,левый,2.0T GDI AT Tech
Toyota,Corolla,1992,7,False,1992,1.6,бензин,115,АКПП,4WD,седан,464,2,правый,1.6 SE limited
Kia,Rio X (X Line),2020,1,False,2020,1.6,бензин,123,АКПП,передний,хэтчбек,107000,N/A,левый,N/A
Toyota,Corona Premio,1999,1,True,1999,1.8,бензин,115,АКПП,передний,седан,430000,4,правый,1.8 E
Renault,Duster,2014,1,False,2014,2.0,бензин,135,механика,4WD,внедорожник,131915,N/A,левый,N/A
Лада,2112,2007,1,False,21122007,1.6,бензин,89,механика,передний,хэтчбек 5 дв.,199000,4,левый,1.6 MT Базовая 5-дв. 21124; с пробегом 199 тыс.км; бу; серебристый; хэтчбек 5 дв.
Nissan,X Trail,2004,1,True,2004,2.0,бензин,150,АКПП,4WD,внедорожник,255000,2,правый,N/A
Toyota,Corolla Fielder,2013,3,False,2013,1.5,бензин,74,вариатор,передний,универсал,162000,2,правый,1.5 Hybrid
Honda,CR V,2000,1,True,2000,2.0,бензин,150,АКПП,4WD,внедорожник,209545,3,правый,N/A
Volkswagen,Beetle,2018,2,True,2018,2.0,бензин,174,АКПП,передний,открытый,64300,2,левый,2.0 TSI Tiptronic Beetle Convertible SE
Nissan,Almera,2015,3,False,2015,1.6,бензин,102,механика,передний,седан,145000,1,левый,1.6 MT Comfort AC
Toyota,Camry,2005,6,True,2005,2.4,бензин,152,АКПП,передний,седан,447,3,левый,2.4 AT R2
Nissan,AD,1999,3,False,1999,1.3,бензин,87,АКПП,передний,универсал,265000,3,правый,1.3 DX
Toyota,Camry,2019,9,False,2019,2.5,бензин,181,АКПП,передний,седан,66000,4,левый,2.5 AT Стандарт Плюс
Mercedes,Benz C Class,2000,2,False,2000,2.0,бензин,129,АКПП,задний,седан,368000,4,левый,C 180 AT Elegance; седан; 2 л.; акпп; пробег 368тысяч км
