brand,model,year,generation,price,price_num,engine,power_l_s,transmission,drive,body_type,mileage,owners_count,steering,equipment
Datsun,on DO,2015,1 поколение,N/A,N/A,"бензин, 1.6 л",87,механика,передний,"👇 ✅ Электроусилитель руля ✅ Кондиционер ✅ Элeктpo-стеклоподъемники пеpедних дверей ✅ Центральный замок ✅ подогрев сидений ✅ Мультимедийная система 🚗При сдaче cвоегo aвтoмoбиля (Тrаde-In)🚗 🎁 Гарантиpуем рыночную стоимость вашего автомобиля 🎁 Дополнительная скидка на автомобиль до 20.000р 💰 Помимо покупки автомобиля за наличные или обмена по программе Тrаdе-In вы можете воспользоваться одной из нескольких выгодных программ автокредитования от наших банков-партнеров💰 ⚡ Выгода при покупке в кредит до 20.000р ⚡ Оформление кредита по двум документам, за ЧАС ⚡ Первоначальный взнос от 0% Честные и выгодные условия ⚡ КАСКО не обязательно 🤝Мы выкупим ваш авто по рыночной стоимости, а при необходимости выплатим за него кредит🤝 📍 Адрес Вашей выгодной покупки ул. 4-я Кордная 42, ""Лада Центр Омск"" 📍 🕚 Мы работаем ежедневно с 8-00 до 20-00 🕚",128 000 км,2,левый,1.6 MT Trust III
Лада,Гранта,2025,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.6 л",90,механика,передний,лифтбек,новый автомобиль,N/A,левый,1.6 MT Classic'24 Кондиционер
Tank,300,2024,1 поколение,N/A,N/A,"бензин, 2.0 л",220,АКПП,4WD,N/A,новый автомобиль,N/A,левый,меняю на более дешевую; не на авто; 4wd; 2 литра; АКПП; бензиновый
Jaecoo,J8,2024,1 поколение,N/A,N/A,"бензин, 2.0 л",249,робот,4WD,N/A,новый автомобиль,N/A,левый,2.0T DCT AWD Supreme
Haval,Jolion,2025,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",150,робот,4WD,N/A,новый автомобиль,N/A,левый,1.5 DCT 4WD Elite
Volkswagen,Touareg,2019,3 поколение,N/A,N/A,"дизель, 3.0 л",249,АКПП,4WD,N/A,119 000 км,3,левый,"! Внешний R-Line Black Style; 21"" Оригинальные Диски (Резина Лето + Зима); Двойные Стёкла в круг; Матричные фары с вырезом встречных авто; Матричный подогрев лобового стекла; Панорамная крыша с функцией открывания! Навигация (обновление 2021 года; обновляли у дилера отдельно); Музыка DYNAUDIO с саббуфером; Камера заднего вида; Автопарковка; Помощники перестроения; Удержание полосы; сам рулит практически Автопилот))) Сиденья с Эксклюзивной кожей Nappa благородного Серого цвета; с Массажем; Вентиляцией и Подогревом - ВСЕХ СИДЕНИЙ; Памятью и различными настройками (максимальные; что возможно поставить в Туарег; Очень удобные); Руль с разной степенью подогрева; 4-х зонный климат контроль! Розетка 220V у задних пассажиров; Атмосферная подсветка и многое другое."
Lexus,RX300,2018,4 поколение,N/A,N/A,"бензин, 2.0 л",238,АКПП,4WD,N/A,40 500 км,1,левый,2.0t AT AWD Luxury Safety
Kia,Sportage,2017,4 поколение,N/A,N/A,"бензин, 2.0 л",150,АКПП,передний,джип/suv 5 дв.,107 750 км,4,левый,2.0 AT 2WD Luxe
Лада,Ларгус,2025,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.6 л",106,механика,передний,универсал,новый автомобиль,N/A,левый,1.6 MT Enjoy 7 мест
Nissan,X Trail,2011,"2 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",141,механика,4WD,N/A,237 000 км,3,левый,2.0 MT SE; --B--
Jaecoo,J7,2024,1 поколение,N/A,N/A,"бензин, 1.6 л",150,робот,передний,N/A,новый автомобиль,N/A,левый,1.6T DCT Lifestyle
Mazda,Tribute,2001,1 поколение,N/A,N/A,"бензин, 2.0 л",129,АКПП,4WD,N/A,175 000 км,2,правый,N/A
Toyota,Corolla,2021,12 поколение,N/A,N/A,"бензин, 1.8 л",140,вариатор,передний,универсал,34 000 км,1,правый,Touring 1.8 G-X Plus; бу; черный; Иркутская область
Лада,Ларгус,2021,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",106,механика,передний,универсал,100 000 км,1,левый,1.6 MT Luxe 5 мест
Geely,Atlas,2018,N/A,N/A,N/A,"бензин, 2.4 л",149,автомат,4WD,N/A,97 080 км,N/A,левый,Luxury
Toyota,Camry,2016,"8 поколение, рестайлинг",N/A,N/A,"бензин, 2.5 л",181,АКПП,передний,седан,124 994 км,2,левый,2.5 AT Комфорт
Лада,Гранта,2025,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.6 л",90,механика,передний,лифтбек,новый автомобиль,N/A,левый,1.6 MT Classic'24 Кондиционер
Kia,Cerato,2019,4 поколение,N/A,N/A,"бензин, 1.6 л",128,АКПП,передний,седан,62 000 км,1,левый,1.6 AT Comfort; 1.6 литра
Лада,Гранта,2025,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.6 л",90,механика,передний,лифтбек,новый автомобиль,N/A,левый,1.6 MT Classic'24 Кондиционер
Лада,Гранта,2025,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.6 л",90,механика,передний,лифтбек,новый автомобиль,N/A,левый,1.6 MT Comfort'23 ('24)
Geely,Coolray,2025,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",181,робот,передний,N/A,новый автомобиль,N/A,левый,Binyue 1.5TD DCT Platinum
Hyundai,Solaris,2018,2 поколение,N/A,N/A,"бензин, 1.6 л",123,АКПП,передний,седан,125 км,1,левый,1.6 AT Active Plus; белый; акпп; бу; седан; 1.6 литра
Kia,Rio,2017,"3 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",123,АКПП,передний,хэтчбек 5 дв.,98 836 км,2,левый,1.6 AT Comfort Аудио
Ford,C MAX,2004,1 поколение,N/A,N/A,"бензин, 1.8 л",125,механика,передний,N/A,292 613 км,2,левый,N/A
Лада,2114 Самара,2011,1 поколение,N/A,N/A,"бензин, 1.6 л",81,механика,передний,хэтчбек 5 дв.,164 000 км,1,левый,1.6 MT 21144-30-012
Citroen,C4,2013,2 поколение,N/A,N/A,"бензин, 1.6 л",120,АКПП,передний,седан,244 038 км,3,левый,N/A
Лада,1111 Ока,2005,1 поколение,N/A,N/A,"бензин, 0.7 л",33,механика,передний,N/A,100 000 км,4,левый,0.6 MT 11113
Toyota,Passo,2009,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.0 л",71,АКПП,передний,N/A,192 962 км,3,правый,1.0 X; цвет бордовый
Toyota,Vista Ardeo,1998,1 поколение,N/A,N/A,"бензин, 2.0 л",140,автомат,передний,N/A,280 000 км,4,правый,N/A
Mazda,Familia,2002,9 поколение,N/A,N/A,"бензин, 1.5 л",110,автомат,4WD,универсал,380 000 км,4,правый,N/A
Honda,Insight,2009,2 поколение,N/A,N/A,"бензин, 1.3 л, гибрид",88,вариатор,передний,лифтбек,206 000 км,3,правый,1.3 L
Toyota,Voxy,2014,3 поколение,N/A,N/A,"бензин, 2.0 л",152,вариатор,4WD,N/A,193 000 км,1,правый,2.0 X 4WD (7 Seater)
Volkswagen,Jetta,2011,6 поколение,N/A,N/A,"бензин, 1.4 л",150,робот,передний,седан,255 000 км,3,левый,1.4 TSI DSG Highline
Лада,Гранта,2017,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",87,механика,передний,седан,130 212 км,1,левый,1.6 MT Норма Классик+; 1.6л.; механика; цвет синий
Toyota,Corolla,1992,7 поколение,N/A,N/A,"бензин, 1.6 л",115,механика,4WD,седан,350 000 км,4,правый,N/A
Toyota,Hilux,1991,"5 поколение, рестайлинг",N/A,N/A,"дизель, 2.8 л",91,механика,4WD,N/A,"163 000 км , без пробега по РФ",N/A,правый,2.8D SSR single cab S body
Лада,Калина,2009,1 поколение,N/A,N/A,"бензин, 1.6 л",80,механика,передний,универсал,300 000 км,N/A,N/A,N/A
Mercedes,Benz GLS Class,2021,2 поколение,N/A,N/A,"дизель, 2.9 л",330,АКПП,4WD,N/A,45 000 км,1,левый,GLS 400 d 4MATIC Premium
Volkswagen,Passat,2006,6 поколение,N/A,N/A,"бензин, 1.6 л",102,механика,передний,седан,270 000 км,4,левый,N/A
EXEED,RX,2024,1 поколение,N/A,N/A,"бензин, 2.0 л",249,АКПП,4WD,N/A,новый автомобиль,N/A,левый,2.0 TGDI AT AWD Premium; цена 4850000рублей; новая; бензин; акпп
Haval,Jolion,2025,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",143,робот,передний,N/A,новый автомобиль,N/A,левый,1.5 DCT Elite
Nissan,Tino,2001,1 поколение,N/A,N/A,"бензин, 1.8 л",120,АКПП,передний,N/A,255 000 км,3,правый,1.8 J (6 seater)
